vehicle_id,timestamp,day_of_week,hour,minute,source_junction,destination_junction,distance,lane_count,vehicle_speed,congestion_score,signal_phase,travel_time
62110,62161,6,1,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.37,26.51,2,16.0
62074,62184,6,1,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.24,58.31,2,57.0
62089,62186,6,1,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.68,58.31,2,47.0
62015,62188,6,1,16,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,889.93,2,8.56,14.78,0,54.0
62114,62188,6,1,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.0,58.31,2,7.0
62090,62189,6,1,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.15,58.31,2,5.0
62044,62192,6,1,16,cluster_3650501033_3650501039,3691364000,1832.55,1,28.63,0.0,0,128.0
62015,62192,6,1,16,3673163458,3713300768,47.1,1,5.35,0.0,2,4.0
62070,62207,6,1,16,cluster_3650501033_3650501039,3673163458,539.16,2,9.82,29.83,0,127.0
62070,62212,6,1,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.21,3.0,0,5.0
62072,62212,6,1,16,3778150947,3713300479,973.62,1,6.35,0.0,0,120.0
62130,62224,6,1,17,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,26.52,3.75,0,30.0
62078,62229,6,1,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.75,3.75,0,66.0
61984,62231,6,1,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.27,2.25,0,56.0
62184,62240,6,1,17,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,10.17,2.25,1,33.0
62173,62241,6,1,17,cluster_3650501033_3650501039,3673163458,539.16,2,4.12,27.08,2,67.0
62110,62253,6,1,17,cluster_3673120471_3778155308_8865441836_8865441838,3713300479,552.1,1,5.11,0.0,0,92.0
62131,62271,6,1,17,3673163458,3713300768,47.1,1,7.91,9.36,1,51.0
62173,62276,6,1,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.16,20.33,2,35.0
62188,62278,6,1,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.3,20.33,2,6.0
62158,62292,6,1,18,3786062250,3713300479,422.94,1,11.15,9.29,2,34.0
62266,62321,6,1,18,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.13,8.22,0,40.0
62246,62322,6,1,18,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,4.79,8.22,0,47.0
62278,62323,6,1,18,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.78,8.22,0,25.0
62236,62325,6,1,18,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.51,8.22,0,15.0
62239,62329,6,1,18,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,9.77,8.22,0,40.0
62220,62353,6,1,19,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.46,3.0,0,14.0
62186,62364,6,1,19,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.74,0.75,0,47.0
62309,62367,6,1,19,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.96,0.75,1,31.0
62301,62368,6,1,19,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,15.19,0.75,1,31.0
62322,62370,6,1,19,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,14.98,0.75,1,31.0
62274,62390,6,1,19,3673163458,3713300768,47.1,1,8.57,0.0,2,3.0
62286,62391,6,1,19,3713300479,3673163458,1428.64,2,12.0,35.61,0,104.0
62372,62391,6,1,19,315917050,cluster_13329900199_13329917155_13430754915_13430754916_#3more,239.12,1,24.06,0.75,2,18.0
62286,62394,6,1,19,3673163458,3713300768,47.1,1,7.58,4.86,2,3.0
62326,62404,6,1,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.75,51.05,2,5.0
62340,62410,6,1,20,3713300479,3691364000,433.56,1,22.87,0.0,0,69.0
62344,62410,6,1,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.88,51.05,2,4.0
62261,62420,6,1,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.41,76.58,0,71.0
62292,62421,6,1,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.34,4.5,0,62.0
62304,62423,6,1,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.38,4.5,0,56.0
62314,62425,6,1,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.77,4.5,0,42.0
62372,62427,6,1,20,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,10.02,4.5,0,36.0
62395,62431,6,1,20,cluster_315917052_3714581276,cluster_13329900199_13329917155_13430754915_13430754916_#3more,256.24,1,25.83,0.75,0,25.0
62352,62441,6,1,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.13,4.5,1,16.0
62232,62442,6,1,20,3778155323,cluster_13329900199_13329917155_13430754915_13430754916_#3more,470.75,1,23.95,0.0,0,58.0
62380,62451,6,1,20,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,19.51,9.12,2,29.0
62338,62458,6,1,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.25,9.12,2,49.0
62322,62459,6,1,20,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,889.93,2,9.87,22.69,0,89.0
62394,62460,6,1,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.84,9.12,2,20.0
62395,62462,6,1,21,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,16.6,34.31,0,31.0
62369,62463,6,1,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.35,34.31,0,7.0
62322,62463,6,1,21,3673163458,3713300768,47.1,1,8.51,0.0,2,4.0
62425,62478,6,1,21,315917050,cluster_13329900199_13329917155_13430754915_13430754916_#3more,239.12,1,22.09,0.0,1,23.0
62440,62479,6,1,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.46,3.0,0,5.0
62415,62484,6,1,21,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,906.97,2,26.4,3.0,0,68.0
62429,62489,6,1,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.48,3.0,1,39.0
62392,62495,6,1,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.99,3.75,2,16.0
62464,62500,6,1,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.03,3.75,2,17.0
62472,62508,6,1,21,cluster_315917052_3714581276,cluster_13329900199_13329917155_13430754915_13430754916_#3more,256.24,1,26.15,0.0,2,24.0
62291,62510,6,1,21,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1467.44,1,11.32,28.42,8,128.0
62456,62510,6,1,21,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,15.04,21.2,2,34.0
62425,62511,6,1,21,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,15.7,33.88,2,33.0
62445,62513,6,1,21,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,13.54,33.88,2,32.0
62449,62520,6,1,22,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,6.09,33.88,2,31.0
62405,62534,6,1,22,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.71,84.43,0,45.0
62415,62534,6,1,22,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,889.93,2,11.47,0.0,0,50.0
62403,62536,6,1,22,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.29,84.43,0,42.0
62415,62537,6,1,22,3673163458,3713300768,47.1,1,7.27,0.0,1,3.0
62472,62546,6,1,22,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,8.44,12.68,0,38.0
62492,62550,6,1,22,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,12.15,12.68,0,39.0
62394,62556,6,1,22,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.87,0.0,0,96.0
62394,62562,6,1,22,3778155323,cluster_13329900199_13329917155_13430754915_13430754916_#3more,29.32,1,8.67,0.0,0,6.0
62465,62579,6,1,22,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.4,15.62,0,29.0
62503,62603,6,1,23,3786062250,3713300479,449.43,1,6.73,0.0,0,31.0
62533,62614,6,1,23,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.5,5.83,2,16.0
62562,62617,6,1,23,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,20.01,5.83,2,13.0
62558,62624,6,1,23,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.23,21.53,2,13.0
62608,62665,6,1,24,3713300479,3691364000,433.56,1,25.48,0.0,0,37.0
62576,62670,6,1,24,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.09,0.0,0,28.0
62568,62672,6,1,24,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.85,0.75,0,21.0
62558,62674,6,1,24,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,4.5,0.0,2,50.0
62598,62690,6,1,24,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,20.03,2.25,2,13.0
62531,62706,6,1,25,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,21.99,2.25,2,12.0
62542,62714,6,1,25,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.5,6.88,2,34.0
62603,62716,6,1,25,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.81,6.88,2,29.0
62691,62735,6,1,25,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,27.56,2.25,0,31.0
62526,62751,6,1,25,3786062250,cluster_3713300554_3713300555_3713300572,2073.45,1,5.6,21.04,3,127.0
62623,62759,6,1,25,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.5,26.08,2,61.0
62613,62761,6,1,26,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.39,15.13,2,59.0
62645,62763,6,1,26,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.33,15.13,0,38.0
62711,62765,6,1,26,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.98,15.13,0,33.0
62603,62766,6,1,26,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,4.85,0.0,2,50.0
62715,62772,6,1,26,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,28.15,3.0,0,28.0
62706,62805,6,1,26,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.12,30.04,2,23.0
62761,62807,6,1,26,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.89,30.04,2,8.0
62738,62849,6,1,27,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.73,15.09,0,62.0
62708,62851,6,1,27,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.59,1.5,0,61.0
62833,62852,6,1,27,315917050,cluster_13329900199_13329917155_13430754915_13430754916_#3more,239.12,1,26.24,0.0,0,18.0
62756,62856,6,1,27,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.68,1.5,0,24.0
62775,62871,6,1,27,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,20.0,3.0,1,14.0
62825,62875,6,1,27,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.94,3.0,0,14.0
62833,62881,6,1,28,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,26.74,4.5,0,29.0
62749,62894,6,1,28,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.61,2.25,0,52.0
62873,62905,6,1,28,3691364000,3786062250,84.76,1,10.85,0.0,0,12.0
62831,62913,6,1,28,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.69,22.3,2,5.0
62829,62917,6,1,28,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.53,22.3,2,4.0
62805,62939,6,1,28,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.64,51.95,2,50.0
62843,62941,6,1,29,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.81,72.04,2,36.0
62751,62943,6,1,29,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,2138.3,2,27.05,0.0,2,140.0
62886,62949,6,1,29,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,2.97,72.04,0,36.0
62849,62970,6,1,29,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.43,1.5,1,15.0
62871,62984,6,1,29,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.62,0.75,0,42.0
62882,62986,6,1,29,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.26,0.75,0,34.0
62920,62988,6,1,29,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.78,0.75,0,6.0
62928,62998,6,1,29,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.2,3.0,1,5.0
62951,62999,6,1,29,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,17.06,3.0,1,32.0
62909,63003,6,1,30,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.07,4.5,2,4.0
62944,63007,6,1,30,3691364000,3691363982,100.15,1,5.67,0.0,0,11.0
62898,63029,6,1,30,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.18,40.02,2,47.0
62955,63031,6,1,30,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.49,62.29,2,32.0
62952,63033,6,1,30,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.63,62.29,2,27.0
62954,63043,6,1,30,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.84,76.1,3,12.0
62995,63055,6,1,30,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,2.8,13.42,0,36.0
62946,63072,6,1,31,cluster_3650501033_3650501039,3673163458,539.16,2,4.21,24.62,0,116.0
62973,63074,6,1,31,3673163458,3713300768,47.1,1,7.76,0.0,0,34.0
62945,63075,6,1,31,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.8,0.75,0,43.0
62946,63078,6,1,31,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.15,0.75,1,6.0
62898,63079,6,1,31,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,15.39,0.0,0,50.0
62955,63081,6,1,31,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,11.09,4.8,0,50.0
63059,63082,6,1,31,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.39,1.5,1,5.0
63046,63088,6,1,31,3691364000,3691363982,100.15,1,6.36,0.0,2,11.0
63074,63108,6,1,31,3691364000,3786062250,84.76,1,11.97,0.0,0,13.0
63011,63120,6,1,32,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.94,22.94,3,66.0
63032,63134,6,1,32,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.44,7.59,0,18.0
63053,63136,6,1,32,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.02,7.59,0,18.0
62951,63140,6,1,32,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,13.87,0.0,0,141.0
63102,63143,6,1,32,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,29.32,11.54,0,31.0
62888,63147,6,1,32,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,7.53,0.0,1,120.0
63112,63157,6,1,32,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,29.78,14.46,0,30.0
63016,63164,6,1,32,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.1,16.62,1,42.0
63061,63166,6,1,32,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.92,16.62,1,22.0
63056,63168,6,1,32,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.4,16.62,2,7.0
63169,63197,6,1,33,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.08,3.75,0,4.0
63079,63209,6,1,33,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.41,15.38,1,56.0
63032,63209,6,1,33,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.73,0.0,0,75.0
63095,63213,6,1,33,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.79,14.11,0,24.0
63056,63219,6,1,33,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.72,0.0,0,51.0
63146,63239,6,1,33,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.52,16.5,1,13.0
63176,63243,6,1,34,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,22.6,24.98,2,11.0
63190,63254,6,1,34,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.54,34.16,2,43.0
63218,63292,6,1,34,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,6.33,6.37,0,44.0
63170,63299,6,1,34,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.91,6.37,0,50.0
63200,63302,6,1,35,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.15,4.77,0,16.0
63244,63306,6,1,35,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,30.29,4.77,0,27.0
63249,63315,6,1,35,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,26.51,9.24,0,33.0
63234,63323,6,1,35,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.49,12.37,0,17.0
63236,63325,6,1,35,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.5,12.37,0,17.0
63264,63329,6,1,35,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.48,12.37,0,14.0
63240,63344,6,1,35,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.45,18.42,2,35.0
63254,63346,6,1,35,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.35,18.42,2,15.0
63308,63351,6,1,35,315917050,cluster_13329900199_13329917155_13430754915_13430754916_#3more,239.12,1,26.44,0.75,3,15.0
63308,63380,6,1,36,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,9.14,72.11,2,29.0
63205,63389,6,1,36,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.19,81.24,0,61.0
63273,63391,6,1,36,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.38,7.03,0,59.0
63248,63393,6,1,36,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.7,7.03,0,55.0
63316,63395,6,1,36,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.06,7.03,0,43.0
63289,63399,6,1,36,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.93,7.03,0,37.0
63200,63407,6,1,36,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.18,0.0,0,105.0
63170,63408,6,1,36,cluster_3673120471_3778155308_8865441836_8865441838,cluster_13329900199_13329917155_13430754915_13430754916_#3more,890.37,1,10.7,0.0,2,109.0
63371,63411,6,1,36,cluster_315917052_3714581276,cluster_13329900199_13329917155_13430754915_13430754916_#3more,256.24,1,17.01,1.5,2,39.0
63322,63412,6,1,36,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,23.06,3.75,0,30.0
63329,63413,6,1,36,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.45,3.75,0,15.0
63379,63429,6,1,37,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,26.01,4.5,0,34.0
63362,63434,6,1,37,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.98,1.5,0,48.0
63358,63436,6,1,37,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.06,1.5,0,7.0
63371,63445,6,1,37,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,12.27,3.0,2,34.0
63319,63445,6,1,37,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.69,3.0,2,5.0
63356,63481,6,1,38,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.6,77.16,2,49.0
63360,63483,6,1,38,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.03,77.16,0,40.0
63406,63485,6,1,38,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.77,77.16,0,23.0
63432,63497,6,1,38,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,24.92,2.25,0,34.0
63436,63499,6,1,38,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.44,2.25,0,19.0
63358,63510,6,1,38,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,13.87,0.75,0,74.0
63464,63515,6,1,38,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.85,3.0,2,19.0
63395,63524,6,1,38,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.43,14.46,0,48.0
63458,63526,6,1,38,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.29,14.46,0,31.0
63475,63528,6,1,38,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.66,14.46,0,7.0
63469,63537,6,1,38,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.48,3.75,0,5.0
63455,63543,6,1,39,3673163458,cluster_3650501033_3650501039,620.33,1,11.5,25.5,6,72.0
63454,63570,6,1,39,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.14,17.41,2,40.0
63435,63571,6,1,39,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.7,57.06,2,29.0
63415,63594,6,1,39,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,13.7,40.08,0,96.0
63581,63598,6,1,39,3691364000,3786062250,84.76,1,12.2,0.0,0,15.0
63546,63599,6,1,39,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,22.45,82.81,0,12.0
63575,63611,6,1,40,cluster_315917052_3714581276,cluster_13329900199_13329917155_13430754915_13430754916_#3more,256.24,1,26.38,1.74,0,25.0
63533,63614,6,1,40,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.81,1.5,0,34.0
63584,63616,6,1,40,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.06,1.5,0,16.0
63458,63618,6,1,40,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.39,0.0,0,92.0
63555,63618,6,1,40,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.17,1.5,1,7.0
63575,63641,6,1,40,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,16.44,3.0,0,30.0
63530,63659,6,1,40,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.6,1.5,1,26.0
63566,63673,6,1,41,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.47,0.75,2,17.0
63505,63676,6,1,41,cluster_3650501033_3650501039,3691364000,1832.55,1,24.9,0.0,0,170.0
63570,63686,6,1,41,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,889.93,2,10.87,0.0,2,41.0
63655,63687,6,1,41,3691364000,3786062250,84.76,1,12.92,0.0,0,13.0
63570,63702,6,1,41,3673163458,3713300768,47.1,1,8.37,0.0,0,16.0
63552,63715,6,1,41,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1467.44,1,12.89,0.0,6,99.0
63678,63716,6,1,41,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,20.09,0.75,0,34.0
63611,63719,6,1,41,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.74,0.75,0,5.0
63701,63722,6,1,42,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,20.39,0.75,0,4.0
63519,63723,6,1,42,cluster_3650501033_3650501039,cluster_3713300554_3713300555_3713300572,672.19,1,14.7,26.67,0,203.0
63644,63729,6,1,42,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,15.97,0.75,1,39.0
63584,63735,6,1,42,cluster_3673120471_3778155308_8865441836_8865441838,cluster_13329900199_13329917155_13430754915_13430754916_#3more,890.37,1,26.31,32.5,0,119.0
63675,63742,6,1,42,3786062250,3713300479,449.43,1,5.77,0.0,0,31.0
63661,63749,6,1,42,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.56,12.21,0,64.0
63619,63751,6,1,42,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.81,1.5,0,64.0
63621,63753,6,1,42,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.4,1.5,0,60.0
63660,63755,6,1,42,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.78,1.5,0,36.0
